#Selection name: Selection 1
#Area (µm^2): 741180.83
Cell ID,Cluster,Transcripts,Area (µm^2)
gnahokpn-1,Cluster 20,9,98.94
gmpmhnpb-1,Cluster 4,3,30.42
gnaienak-1,Cluster 1,11,79.87
gnakfobn-1,Cluster 1,17,162.57
gnahdfbl-1,Cluster 4,4,22.26
gnaiaabh-1,Cluster 20,5,42.20
gnagolpa-1,Cluster 1,12,96.59
gnahliog-1,Cluster 1,51,424.16
gmplojma-1,Cluster 4,21,141.19
gmphdclc-1,Cluster 4,14,74.34
gmphikag-1,Cluster 4,6,46.09
gbjhkega-1,Cluster 4,21,96.59
gmpihdhc-1,Cluster 4,6,44.25
gmphffjg-1,Cluster 4,10,33.11
gmphgcjf-1,Cluster 6,34,154.64
gmpjciio-1,Cluster 4,9,61.46
gbjgggdc-1,Cluster 4,8,95.50
gbjfdhcf-1,Cluster 4,9,77.44
gbiboohj-1,Cluster 6,8,35.49
gbjghbka-1,Cluster 4,4,28.41
gbjheldn-1,Cluster 4,20,119.37
gbjhbbag-1,Cluster 4,2,41.97
gbjgnhof-1,Cluster 4,12,95.17
gmpfcjje-1,Cluster 4,6,30.90
gbjgpfhn-1,Cluster 4,17,136.22
gbjhglhh-1,Cluster 11,6,33.84
gmpbbfdp-1,Cluster 4,6,82.06
gmpenbci-1,Cluster 4,1,22.69
gmpfkcjg-1,Cluster 4,5,20.44
gbjbngmf-1,Cluster 1,55,310.80
gbiplhil-1,Cluster 1,49,146.25
gbjedfio-1,Cluster 4,8,56.75
gbipgcfg-1,Cluster 1,33,172.34
gmpebfim-1,Cluster 20,3,64.27
gbjdhbhm-1,Cluster 4,8,51.36
gbiobkip-1,Cluster 1,31,224.33
gbjddchh-1,Cluster 4,6,39.07
gmpdnpoh-1,Cluster 4,4,17.83
gmpdkeni-1,Cluster 4,14,82.04
gbjcdjcd-1,Cluster 20,15,103.02
gbjiekcg-1,Cluster 1,22,148.45
gmpanlcl-1,Cluster 20,8,41.51
gbinceid-1,Cluster 1,35,143.52
gbioapfo-1,Cluster 1,6,65.11
gbincncb-1,Cluster 11,10,50.93
gbjcjcel-1,Cluster 1,30,166.31
gbjjbidf-1,Cluster 11,13,83.98
gohggaib-1,Cluster 13,35,177.69
gohdnnne-1,Cluster 1,54,312.92
gnajhgip-1,Cluster 1,3,39.44
gmnkhaik-1,Cluster 1,35,217.89
gmmjfkho-1,Cluster 1,32,164.84
gmncjbei-1,Cluster 1,16,59.80
gmmioong-1,Cluster 1,35,206.22
gmnbcpbm-1,Cluster 1,33,280.75
gnaihkki-1,Cluster 1,14,183.19
gmnlnmfa-1,Cluster 1,10,96.13
gogmcdpk-1,Cluster 1,57,302.11
gmndjjhg-1,Cluster 1,29,314.46
gmnlegli-1,Cluster 1,61,392.74
gmmkfcee-1,Cluster 1,19,159.23
gbfgllin-1,Cluster 1,32,262.95
gbjabhnb-1,Cluster 1,66,351.60
gmmkhhae-1,Cluster 1,38,192.57
gmnkekmk-1,Cluster 13,106,689.90
goglhead-1,Cluster 1,55,351.94
gmmigdai-1,Cluster 1,21,105.45
gmmlpcnc-1,Cluster 1,37,201.85
gocdnmlm-1,Cluster 13,61,277.79
gociaioj-1,Cluster 1,102,493.44
gocdjifi-1,Cluster 13,72,336.75
gohfknbm-1,Cluster 1,26,133.93
gocdaiok-1,Cluster 1,35,183.49
gocjohla-1,Cluster 1,48,323.57
gohelgon-1,Cluster 1,27,131.25
goccfidh-1,Cluster 1,45,265.29
gohdflck-1,Cluster 1,56,369.65
goheieda-1,Cluster 1,55,386.62
gohggpom-1,Cluster 13,23,122.94
gocmmglk-1,Cluster 13,26,128.85
gohhgfho-1,Cluster 13,22,112.96
gocicijn-1,Cluster 13,21,106.98
gpicadbp-1,Cluster 1,18,147.41
gocdeacg-1,Cluster 1,47,262.43
gocjijoo-1,Cluster 1,8,75.44
gocecamn-1,Cluster 13,75,266.70
gohipgfh-1,Cluster 1,11,67.15
gmmlbekg-1,Cluster 1,3,33.12
gmmkdljb-1,Cluster 1,46,226.52
gogimnnj-1,Cluster 1,44,273.27
gogijjmj-1,Cluster 18,15,89.15
gbjanjne-1,Cluster 1,46,270.22
gbgcopoa-1,Cluster 1,23,121.89
gohcdpnk-1,Cluster 1,47,241.37
gbfhmpgg-1,Cluster 1,59,351.84
gbjabjpp-1,Cluster 18,23,68.02
gbgclijh-1,Cluster 1,17,77.35
gmmnhjie-1,Cluster 1,55,344.80
gogkdocc-1,Cluster 19,11,78.53
gbkmapgm-1,Cluster 1,53,280.25
gbklkfmd-1,Cluster 1,16,76.23
gogkhcjd-1,Cluster 1,53,218.12
gbfgbbpk-1,Cluster 1,8,38.54
gbficihn-1,Cluster 1,20,120.59
gbgcbenb-1,Cluster 1,63,215.04
gbjbebed-1,Cluster 1,7,75.40
godafope-1,Cluster 18,37,113.35
gocmpini-1,Cluster 1,18,83.74
gocojinl-1,Cluster 18,13,46.39
gohcedpm-1,Cluster 18,10,74.85
gocmnkpd-1,Cluster 1,51,218.27
gohcnhdl-1,Cluster 1,47,271.23
gocnbfdg-1,Cluster 13,26,172.75
gocnakml-1,Cluster 13,43,145.80
gocngcdn-1,Cluster 13,14,102.87
gohdadca-1,Cluster 1,41,207.22
gocpkpei-1,Cluster 18,9,70.40
gohilocb-1,Cluster 3,11,93.21
gohjjdig-1,Cluster 1,22,134.60
gocpimde-1,Cluster 19,8,104.28
gohjnjec-1,Cluster 1,12,79.29
gohbflbj-1,Cluster 1,54,316.07
gocoegol-1,Cluster 18,18,96.18
gocnnijk-1,Cluster 3,16,49.16
fnhfldon-1,Cluster 3,27,123.53
fnmhkfml-1,Cluster 2,4,69.16
fnlldikn-1,Cluster 7,25,107.15
dpilnhke-1,Cluster 6,41,217.19
dpjlihkb-1,Cluster 5,12,71.91
dpjjhnia-1,Cluster 2,13,66.69
dpiphnfi-1,Cluster 1,65,307.15
dpimggdb-1,Cluster 5,6,87.90
dpipjeem-1,Cluster 23,15,123.33
dpjmdafm-1,Cluster 2,4,67.34
dpjhjfbg-1,Cluster 6,27,89.08
dpifohnj-1,Cluster 5,7,79.27
dpigaeld-1,Cluster 2,4,51.27
dpifmfbm-1,Cluster 2,20,82.28
dpjjckni-1,Cluster 2,13,128.42
dpjaghpo-1,Cluster 2,12,131.37
dpigceed-1,Cluster 2,9,62.43
dpjahjab-1,Cluster 2,14,91.25
dpjgiilm-1,Cluster 2,12,92.77
dpipmgph-1,Cluster 2,3,36.03
fnmhefpk-1,Cluster 5,17,101.65
fnlndaeb-1,Cluster 2,7,70.49
fnmdjkha-1,Cluster 4,9,54.92
fnlmgbfp-1,Cluster 2,5,59.51
gopjfakn-1,Cluster 10,38,195.41
fnmfohje-1,Cluster 2,1,34.58
gopmfdjf-1,Cluster 2,18,154.38
fnlmfcbi-1,Cluster 5,11,93.19
dpiddfaj-1,Cluster 5,27,144.97
gopmjkgj-1,Cluster 2,26,135.35
fnlimnep-1,Cluster 11,12,118.77
fnljifdi-1,Cluster 2,15,72.26
fnmieken-1,Cluster 2,11,99.70
fnlknpop-1,Cluster 2,8,27.66
fnllfllh-1,Cluster 2,15,105.87
fnmgojkp-1,Cluster 5,9,50.57
fnlmbndg-1,Cluster 2,12,84.58
dphdjdma-1,Cluster 16,60,226.33
dphbikon-1,Cluster 5,8,46.93
dpiehfdd-1,Cluster 7,40,167.37
dpifklgj-1,Cluster 2,16,67.26
dpjaljpj-1,Cluster 9,6,80.26
dpideija-1,Cluster 5,20,60.65
dpjaoknk-1,Cluster 5,22,100.69
dpigjnfa-1,Cluster 2,22,115.52
dpjioghj-1,Cluster 2,9,125.10
dpjbheka-1,Cluster 2,14,144.07
dpigcegp-1,Cluster 9,8,114.86
dpiphfjj-1,Cluster 15,20,81.29
dphpomga-1,Cluster 21,17,210.61
dphdhfjn-1,Cluster 15,35,189.60
dphpodjd-1,Cluster 14,9,68.01
dphccond-1,Cluster 16,43,87.40
dphpepma-1,Cluster 14,6,82.26
dphamfpj-1,Cluster 2,21,62.95
dpiokmgm-1,Cluster 5,30,182.47
dpioilab-1,Cluster 15,21,79.11
gopjnidk-1,Cluster 2,12,44.25
gopjepfk-1,Cluster 2,6,43.41
fnljcdkl-1,Cluster 2,4,75.75
fnlllkhg-1,Cluster 9,0,64.23
fnllhjce-1,Cluster 7,25,89.08
gopjohca-1,Cluster 2,13,56.32
goplbngh-1,Cluster 7,32,107.98
gopjhhcp-1,Cluster 10,21,91.92
goplicee-1,Cluster 2,11,96.96
fnljpmlh-1,Cluster 2,2,77.21
gopnbboi-1,Cluster 2,9,72.05
fnmimooh-1,Cluster 9,11,112.55
gopmkhne-1,Cluster 5,10,45.58
fniojpom-1,Cluster 2,12,97.87
fnlioeef-1,Cluster 2,9,95.55
fninngap-1,Cluster 2,7,32.14
gopocjjc-1,Cluster 2,18,125.99
fnlkpbhi-1,Cluster 2,11,133.68
fnghchag-1,Cluster 18,12,46.89
fnggcpem-1,Cluster 11,4,27.45
fnggbaik-1,Cluster 13,18,144.31
fnmkoddj-1,Cluster 9,16,109.47
fngijhii-1,Cluster 2,12,61.19
fngkmopk-1,Cluster 11,17,62.66
fnmkilgb-1,Cluster 11,13,74.25
fnfpnplf-1,Cluster 1,20,94.66
fngaggja-1,Cluster 1,12,55.97
fnghaifg-1,Cluster 3,27,49.83
fngaloia-1,Cluster 1,39,212.46
fnmkelbi-1,Cluster 3,26,135.65
fnggkmfj-1,Cluster 3,26,60.12
fngglenk-1,Cluster 3,10,44.49
fnmkbocc-1,Cluster 7,16,76.89
fngiineo-1,Cluster 3,20,63.97
fnenddom-1,Cluster 3,16,113.26
fnghggdg-1,Cluster 3,24,117.82
fnengjed-1,Cluster 2,18,66.08
fnemdbfg-1,Cluster 3,30,165.58
fngiaain-1,Cluster 3,25,96.78
hmpekdbg-1,Cluster 2,24,139.38
fnfeoohb-1,Cluster 3,17,61.54
fnhfbhfi-1,Cluster 3,54,177.04
fnfpaflf-1,Cluster 1,22,60.05
fnfociga-1,Cluster 3,31,129.58
fnmghlli-1,Cluster 2,7,88.42
fnfopcji-1,Cluster 3,26,97.81
fnfohhco-1,Cluster 3,19,69.16
fnmlhcbf-1,Cluster 13,89,335.30
fnggmnhb-1,Cluster 3,16,86.84
fnmleghi-1,Cluster 15,15,103.13
fnfnfjca-1,Cluster 3,16,82.33
fnikdpbj-1,Cluster 7,12,81.33
fnikejaj-1,Cluster 2,5,69.20
fnfdphbp-1,Cluster 3,30,67.05
fnfcdgjh-1,Cluster 3,12,20.43
fnfcgkjm-1,Cluster 3,22,99.90
fnfdgppm-1,Cluster 3,30,109.94
fnhfcbcn-1,Cluster 3,51,195.85
fnhfenam-1,Cluster 3,40,148.40
fnmlboop-1,Cluster 16,36,138.43
hmaaabop-1,Cluster 20,8,53.83
hlppgmbh-1,Cluster 19,7,59.04
hlpohkpl-1,Cluster 3,37,156.32
hlpocnbi-1,Cluster 2,8,42.37
hmbaldlp-1,Cluster 11,5,97.42
hmbafmah-1,Cluster 2,9,136.17
hmbaipjb-1,Cluster 2,6,83.15
fnhhbaae-1,Cluster 4,4,42.86
fnihnmig-1,Cluster 5,10,107.14
fninfjhm-1,Cluster 2,16,94.18
gopnhmnk-1,Cluster 5,5,44.33
dphpcgmb-1,Cluster 21,0,84.00
gopihnii-1,Cluster 7,17,89.79
dpheppjk-1,Cluster 7,26,147.48
dphdebpe-1,Cluster 5,8,100.12
dphpmadh-1,Cluster 14,17,82.76
gophlggc-1,Cluster 2,11,42.55
gopnndcm-1,Cluster 2,10,48.57
gopmmann-1,Cluster 2,2,70.10
dphpljla-1,Cluster 21,1,72.45
dphakone-1,Cluster 7,8,133.44
dphlopkh-1,Cluster 7,17,133.35
dpicangk-1,Cluster 5,24,216.71
dpiagcpo-1,Cluster 14,10,138.09
goppglgj-1,Cluster 2,30,214.22
fnjaadkp-1,Cluster 2,10,124.07
dpheaikl-1,Cluster 15,17,96.02
gopiibep-1,Cluster 2,12,112.58
dphelhif-1,Cluster 21,4,113.94
fnikpfjb-1,Cluster 11,7,61.25
fnhmoeej-1,Cluster 4,4,115.25
fniknafo-1,Cluster 7,27,89.00
fnikmnpj-1,Cluster 5,10,71.59
fnhemfmp-1,Cluster 16,38,137.68
fnhfjkei-1,Cluster 3,36,154.39
fnijbmbl-1,Cluster 17,9,86.14
fniigkji-1,Cluster 2,20,178.30
fniomakd-1,Cluster 2,12,94.56
fnhfhoni-1,Cluster 9,17,94.47
fnikpkhd-1,Cluster 14,9,63.96
fniholad-1,Cluster 5,8,52.59
fnjafhof-1,Cluster 7,8,31.22
fnjacgkk-1,Cluster 7,18,79.48
fnhnfmkp-1,Cluster 16,24,148.33
fnhocpba-1,Cluster 1,7,105.56
fnipckch-1,Cluster 15,12,89.97
fnikekcb-1,Cluster 21,6,80.48
fnimmkhh-1,Cluster 2,20,132.74
fnjapaje-1,Cluster 7,35,187.70
fnillgjc-1,Cluster 9,10,69.10
dphaejok-1,Cluster 7,18,169.61
gopooijb-1,Cluster 2,19,133.40
gpabahae-1,Cluster 7,18,108.00
fnilnmel-1,Cluster 7,38,133.49
dphlciek-1,Cluster 7,13,145.42
gpaajimk-1,Cluster 7,13,71.19
dpiafgil-1,Cluster 7,49,153.48
gopplibh-1,Cluster 9,9,135.62
fniljhom-1,Cluster 2,32,137.00
gpaceahd-1,Cluster 2,1,26.01
dphngbbe-1,Cluster 15,19,135.51
dphakmil-1,Cluster 7,25,136.41
dphabekj-1,Cluster 7,20,106.46
gpabahfo-1,Cluster 17,4,25.09
fnigjkck-1,Cluster 2,9,126.23
dpgpiiln-1,Cluster 17,12,65.06
gpabfaab-1,Cluster 2,15,137.38
fnilkffb-1,Cluster 2,5,66.04
fnjbkebh-1,Cluster 9,9,83.31
fnhjknge-1,Cluster 13,27,186.43
fnjbgeao-1,Cluster 3,21,85.16
fnhkjaej-1,Cluster 1,14,80.99
fnhlijjj-1,Cluster 1,8,36.20
fnjbbjoe-1,Cluster 15,17,90.90
fnhkoaep-1,Cluster 1,23,81.23
fnhobmcb-1,Cluster 13,56,257.00
fnhngbaa-1,Cluster 1,6,45.49
fniibgld-1,Cluster 6,18,79.13
fnhkeinf-1,Cluster 1,13,93.79
fnjdgbea-1,Cluster 23,6,59.05
fnjdejih-1,Cluster 1,51,292.16
fniakjck-1,Cluster 1,19,103.66
fnhjpjae-1,Cluster 3,26,87.85
fnjclned-1,Cluster 18,9,109.37
fnhkekbb-1,Cluster 13,14,93.92
fnjdclmg-1,Cluster 4,8,46.70
hmabfohk-1,Cluster 1,45,147.13
fnfapnpe-1,Cluster 3,18,77.47
fnhhjijk-1,Cluster 2,4,51.97
fnhflcfc-1,Cluster 7,20,65.23
fnfjcmal-1,Cluster 17,22,130.62
fnhgfjom-1,Cluster 3,48,156.48
fnfepdbk-1,Cluster 3,20,39.18
fnfepikj-1,Cluster 3,14,36.09
fnhfmego-1,Cluster 2,17,56.86
fnfgbjfc-1,Cluster 11,13,65.32
fnhgidnd-1,Cluster 3,36,80.45
fnhhpipg-1,Cluster 3,36,121.31
fnfjbckm-1,Cluster 3,43,177.71
fnfkdfld-1,Cluster 3,19,35.27
fnhijmhh-1,Cluster 5,6,57.77
fnhdheof-1,Cluster 7,18,67.99
fnhjglld-1,Cluster 4,4,63.06
fnhegiin-1,Cluster 9,21,119.19
fnfjeean-1,Cluster 15,47,136.79
fnhikbgm-1,Cluster 4,1,26.70
fnhdjboc-1,Cluster 2,4,51.63
fnfbhina-1,Cluster 3,18,64.53
hmbaaegi-1,Cluster 11,17,155.18
fnfdmgha-1,Cluster 3,25,120.12
fnfanplk-1,Cluster 3,41,136.56
hlpjeekk-1,Cluster 1,46,235.57
fnfbophk-1,Cluster 3,22,129.67
hmbbmhdm-1,Cluster 13,43,284.73
fnidojjd-1,Cluster 19,6,40.12
fnidnkck-1,Cluster 23,9,31.95
fnfjmagi-1,Cluster 2,10,59.08
fnidbgbf-1,Cluster 3,26,118.77
fnidaocl-1,Cluster 13,75,323.48
fnfikkjg-1,Cluster 1,21,87.64
fnfljgof-1,Cluster 19,18,132.47
fnfkokok-1,Cluster 19,14,110.47
fnichkjk-1,Cluster 1,15,69.31
fnibicco-1,Cluster 13,58,165.46
fnhoimhc-1,Cluster 19,7,60.33
fnfkckbc-1,Cluster 13,35,227.27
fnhpanmp-1,Cluster 1,28,235.02
fnhogjje-1,Cluster 1,27,227.21
fnhpagna-1,Cluster 1,18,157.29
fnfmpnpf-1,Cluster 1,25,120.96
fnfjhdkc-1,Cluster 1,23,107.50
fniddoga-1,Cluster 19,7,59.54
fnfjoimo-1,Cluster 1,23,86.47
hmbdlmml-1,Cluster 18,1,35.78
hmbbanml-1,Cluster 18,8,38.83
hmbbcdmp-1,Cluster 19,20,125.53
hmapkdnj-1,Cluster 1,16,94.23
fnnloodl-1,Cluster 1,4,68.53
gpambldm-1,Cluster 9,15,88.99
gpacocak-1,Cluster 7,14,121.95
gpajfepk-1,Cluster 2,13,138.11
dphoapkh-1,Cluster 15,44,193.45
dphjkeem-1,Cluster 7,15,61.78
dphhmafl-1,Cluster 9,20,93.13
dphkakbb-1,Cluster 9,11,61.75
dphnleaj-1,Cluster 11,4,86.26
dphnnead-1,Cluster 11,9,80.00
dphkehip-1,Cluster 5,8,77.68
dphlkcfo-1,Cluster 5,18,98.00
dphinkdl-1,Cluster 15,22,125.41
dphilgfb-1,Cluster 15,15,85.55
gpaeehjd-1,Cluster 5,11,56.89
gpaibaaj-1,Cluster 2,8,74.79
gpafhhmh-1,Cluster 5,21,150.77
gpajbkdg-1,Cluster 2,5,74.09
gpahfble-1,Cluster 5,11,55.97
gpahehln-1,Cluster 2,9,69.10
gpaghalp-1,Cluster 7,13,68.87
gpafipem-1,Cluster 15,16,135.79
gpahnbjh-1,Cluster 9,6,51.35
dphgmkol-1,Cluster 7,7,57.12
gpammmkl-1,Cluster 5,21,105.74
dphmkccd-1,Cluster 7,11,104.86
gpamankd-1,Cluster 7,9,77.33
dphlpcad-1,Cluster 11,6,106.57
gopoeijm-1,Cluster 2,7,58.81
gopojkea-1,Cluster 7,20,72.78
dphlpmea-1,Cluster 7,13,46.78
dphmdcae-1,Cluster 7,13,28.84
dphmipaa-1,Cluster 8,19,58.23
gpaenhen-1,Cluster 2,12,96.55
gpafhejm-1,Cluster 2,8,87.00
gpaeacfe-1,Cluster 5,6,50.82
dphgnhik-1,Cluster 7,12,42.45
gpaehaeh-1,Cluster 9,10,96.94
gpamfefe-1,Cluster 7,30,178.48
gpaelfgk-1,Cluster 5,17,68.67
gpaicdha-1,Cluster 9,5,33.70
dphgfnii-1,Cluster 9,8,95.12
gpcmkdga-1,Cluster 1,31,130.84
gpcchdck-1,Cluster 4,8,55.44
gpcnagik-1,Cluster 3,3,56.75
gpcncbem-1,Cluster 9,5,94.82
gpccdnij-1,Cluster 2,1,32.13
gpcbcgne-1,Cluster 2,1,58.93
gpcbgmda-1,Cluster 14,14,105.26
gpcnfgge-1,Cluster 7,15,75.23
gpcmnfcn-1,Cluster 2,6,121.06
gpccaipi-1,Cluster 9,2,52.85
gpadhkcm-1,Cluster 2,12,142.08
gpbpploo-1,Cluster 2,21,63.72
gpcimpja-1,Cluster 9,10,49.30
gpcafnje-1,Cluster 2,4,14.36
gpckikeo-1,Cluster 2,15,67.50
gpcijemg-1,Cluster 19,14,91.38
gpcacdff-1,Cluster 8,12,42.11
gpcahami-1,Cluster 2,13,113.66
gpcadceb-1,Cluster 2,11,54.76
gpcipnjn-1,Cluster 23,20,83.63
gopcdmab-1,Cluster 1,13,50.56
gpampaaa-1,Cluster 23,36,115.24
gpalhfle-1,Cluster 13,66,240.86
gpanfgeb-1,Cluster 3,14,58.12
gpcngadb-1,Cluster 18,10,92.07
gpalfjbp-1,Cluster 13,48,127.17
gpaecehh-1,Cluster 2,13,76.92
gpacjejm-1,Cluster 6,13,97.02
gpakffpm-1,Cluster 3,17,108.24
gpancklg-1,Cluster 3,10,45.73
gopafnmm-1,Cluster 13,30,163.42
gopcikcl-1,Cluster 13,35,140.91
gpcniibc-1,Cluster 1,17,154.60
gopeldlp-1,Cluster 1,24,97.34
gopampao-1,Cluster 18,10,42.53
gopbfadb-1,Cluster 1,7,65.59
gpcnomef-1,Cluster 1,35,164.44
gopakgnh-1,Cluster 13,46,215.53
fndkcdia-1,Cluster 13,19,170.53
fngmpdnd-1,Cluster 13,55,200.44
fnihggdj-1,Cluster 2,10,138.99
fnjeekfj-1,Cluster 7,40,236.88
fnigjoeo-1,Cluster 2,7,137.94
fnigmohl-1,Cluster 16,23,63.20
fniffabl-1,Cluster 10,12,59.09
fnigaofa-1,Cluster 5,16,89.69
fngondph-1,Cluster 1,16,76.06
fnjcbgda-1,Cluster 13,50,174.08
fngpgppg-1,Cluster 13,25,112.39
fnigoham-1,Cluster 10,9,55.78
fnhbehcj-1,Cluster 23,17,141.96
fnjakdng-1,Cluster 1,6,47.59
gpajpaem-1,Cluster 9,9,140.34
fnjdmgjg-1,Cluster 13,41,258.36
gpamgfon-1,Cluster 7,26,129.15
fnieafan-1,Cluster 15,13,95.13
fnjeiigi-1,Cluster 22,27,159.26
fnjejlif-1,Cluster 1,9,67.44
fnhcbnmb-1,Cluster 13,32,217.93
flknnaie-1,Cluster 1,52,253.40
flknlgeo-1,Cluster 23,3,16.88
fnhahbgk-1,Cluster 1,13,92.41
fnfhhcon-1,Cluster 1,23,218.73
flknhbap-1,Cluster 1,34,143.00
fngoldpj-1,Cluster 1,31,221.09
fngplemj-1,Cluster 1,20,101.14
fnhbbfmh-1,Cluster 1,18,192.73
fnfhelok-1,Cluster 1,27,247.13
fnfggmfj-1,Cluster 1,19,185.29
fndjgoig-1,Cluster 1,33,180.91
fndljkli-1,Cluster 1,44,160.31
fnfgffbf-1,Cluster 1,7,56.26
flkoedff-1,Cluster 1,47,210.82
fnglnpgp-1,Cluster 13,73,358.07
fndknfnf-1,Cluster 19,27,123.85
fnglolke-1,Cluster 13,56,267.71
flknellj-1,Cluster 13,40,278.08
fnfhjjod-1,Cluster 1,38,187.49
flkpdifn-1,Cluster 1,42,256.80
fnihlafe-1,Cluster 5,18,126.51
fnihkmfh-1,Cluster 17,3,34.80
fnifcpae-1,Cluster 9,18,110.41
fnihmnhl-1,Cluster 16,19,102.58
fniepmbn-1,Cluster 7,19,111.66
fnidpnlf-1,Cluster 23,3,63.26
fnjagkkf-1,Cluster 1,58,337.03
fnjaloaa-1,Cluster 1,7,95.93
gpakohcl-1,Cluster 1,39,135.26
gpajlkgh-1,Cluster 15,18,80.41
fnndajja-1,Cluster 4,6,44.06
fnnmohdo-1,Cluster 1,2,18.99
gopdnbaj-1,Cluster 1,18,124.19
fnnbocjf-1,Cluster 4,7,55.90
fnnmnkeh-1,Cluster 13,22,118.29
fnnccbof-1,Cluster 7,27,156.28
fnncnedh-1,Cluster 7,17,55.11
fnieobkl-1,Cluster 9,7,71.27
fnnmknok-1,Cluster 13,38,254.24
fndlmjfj-1,Cluster 1,9,96.92
flkonoah-1,Cluster 20,9,93.61
fndocmic-1,Cluster 1,40,159.38
flkmkgfd-1,Cluster 1,89,324.78
fndkldok-1,Cluster 1,31,172.70
fndkcibm-1,Cluster 1,17,110.52
fngofnfi-1,Cluster 18,21,72.21
fnhdeghh-1,Cluster 1,41,299.33
fnhcdlac-1,Cluster 1,16,71.93
fnhcnfkj-1,Cluster 1,16,75.90
fllcdlmf-1,Cluster 1,21,71.52
fllcbnei-1,Cluster 19,27,145.00
fndongda-1,Cluster 1,17,162.66
flkmncda-1,Cluster 13,27,143.97
fllailoo-1,Cluster 1,34,134.59
flkfgpif-1,Cluster 1,48,267.16
flkeacip-1,Cluster 13,35,153.30
fllbbpnn-1,Cluster 4,15,81.74
fnneoclh-1,Cluster 1,46,176.66
gpbclfhg-1,Cluster 7,21,68.01
gpcpoknh-1,Cluster 1,33,153.37
gpcdogia-1,Cluster 3,24,68.14
gpdahmej-1,Cluster 13,28,108.45
gpcoebln-1,Cluster 1,11,37.42
gpckcnjh-1,Cluster 15,38,114.30
gpdaodlp-1,Cluster 13,25,124.65
gpckjban-1,Cluster 18,30,138.54
gpckdjkh-1,Cluster 16,42,104.11
gpcpipge-1,Cluster 13,12,101.08
gpcjmbeg-1,Cluster 15,24,98.03
gpcooalj-1,Cluster 1,39,184.76
gpcmbifn-1,Cluster 3,34,136.97
gpblkgkp-1,Cluster 3,35,197.66
gpclkhhj-1,Cluster 1,27,138.29
gpchofpf-1,Cluster 1,15,116.15
gpcckfjb-1,Cluster 1,33,244.36
gpdbbnoe-1,Cluster 1,79,326.45
gpcfjnkn-1,Cluster 3,15,82.10
gpchodia-1,Cluster 1,8,19.08
gpcebdbf-1,Cluster 3,42,118.32
gpbahbph-1,Cluster 13,15,75.81
fnnfmgjj-1,Cluster 1,4,18.02
gpbacolo-1,Cluster 1,10,122.86
gpbbchgd-1,Cluster 13,8,42.81
gpbbljfn-1,Cluster 13,18,55.01
gpcpoifb-1,Cluster 13,15,80.27
gpbbjbff-1,Cluster 1,18,118.95
gpbblpjo-1,Cluster 19,26,122.66
fnnfifkh-1,Cluster 1,42,306.68
gopadonb-1,Cluster 13,54,190.86
gpbapoji-1,Cluster 13,45,255.92
gpbjhgnd-1,Cluster 18,29,106.93
gpbcoiff-1,Cluster 18,26,127.71
fnmpocdn-1,Cluster 1,58,245.77
gpbcbago-1,Cluster 13,30,128.57
fnnglmnd-1,Cluster 1,12,58.31
gpbakdfc-1,Cluster 13,46,139.91
gpbcbkje-1,Cluster 1,30,74.77
gpbcbgkg-1,Cluster 1,24,75.70
gpdjjlkn-1,Cluster 5,8,21.52
gpanjkgi-1,Cluster 2,26,169.99
gpbmohlp-1,Cluster 1,25,161.56
gpbmnllc-1,Cluster 18,14,128.43
gpbnmjce-1,Cluster 18,17,111.30
gpcknleo-1,Cluster 3,30,143.01
gpbimcob-1,Cluster 20,8,77.73
gpbocndl-1,Cluster 4,3,58.12
gpcmhmbg-1,Cluster 23,26,138.56
gpblnjeh-1,Cluster 5,5,69.44
gpbnioba-1,Cluster 5,4,50.34
gpaofbpo-1,Cluster 5,13,59.68
gpbpjjpf-1,Cluster 4,1,42.60
gpbnmpml-1,Cluster 4,3,53.06
gpaojdlh-1,Cluster 5,3,14.86
gpclhome-1,Cluster 7,25,160.15
gpaoahgf-1,Cluster 2,7,62.62
gpaohbnc-1,Cluster 7,5,140.50
gpbleckf-1,Cluster 3,18,78.17
gpaogccc-1,Cluster 4,19,164.02
gpaohgim-1,Cluster 9,3,30.88
gpbfafeo-1,Cluster 18,12,47.04
gpbfnodj-1,Cluster 2,5,23.81
gpanhnol-1,Cluster 9,12,38.99
gpblabig-1,Cluster 3,21,113.18
gpbkmppf-1,Cluster 7,14,61.94
gpbcecla-1,Cluster 7,22,95.59
gpbkcgdc-1,Cluster 18,17,114.86
gpbdaade-1,Cluster 18,4,26.93
gpbjoakf-1,Cluster 18,40,116.40
gpbdgaki-1,Cluster 5,4,32.68
gpapkckm-1,Cluster 2,11,77.89
gpbekhke-1,Cluster 9,10,70.08
gpbfhehi-1,Cluster 2,8,104.92
gpdjlpcg-1,Cluster 5,6,29.86
gpbefnmo-1,Cluster 3,6,30.83
gpbdfnol-1,Cluster 5,18,61.15
gpbgigbh-1,Cluster 3,11,62.19
flkjkmfj-1,Cluster 1,60,216.13
fllddkge-1,Cluster 13,31,136.19
fnnfkjnb-1,Cluster 5,13,61.57
fnnecbgc-1,Cluster 5,11,39.49
fnnnjkci-1,Cluster 2,16,82.17
fnnnhcek-1,Cluster 2,6,52.41
fllcckom-1,Cluster 1,61,304.99
fnnfhopc-1,Cluster 3,30,159.43
fnnelden-1,Cluster 2,10,104.17
fnnopkmh-1,Cluster 23,3,57.96
